Orthogroup	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
OG0005936	WP_009560702.1											
OG0005937	WP_009560705.1											
OG0005938	WP_009560707.1											
OG0005939	WP_009560709.1											
OG0005940	WP_009560754.1											
OG0005941	WP_009560789.1											
OG0005942	WP_009560790.1											
OG0005943	WP_009560793.1											
OG0005944	WP_009560810.1											
OG0005945	WP_009560835.1											
OG0005946	WP_009560836.1											
OG0005947	WP_009560841.1											
OG0005948	WP_009560865.1											
OG0005949	WP_009560874.1											
OG0005950	WP_009560889.1											
OG0005951	WP_009560989.1											
OG0005952	WP_009561037.1											
OG0005953	WP_009561095.1											
OG0005954	WP_009561118.1											
OG0005955	WP_009561136.1											
OG0005956	WP_009561171.1											
OG0005957	WP_009561366.1											
OG0005958	WP_009561437.1											
OG0005959	WP_009561492.1											
OG0005960	WP_009561563.1											
OG0005961	WP_009561612.1											
OG0005962	WP_009562049.1											
OG0005963	WP_009562360.1											
OG0005964	WP_009562417.1											
OG0005965	WP_009562598.1											
OG0005966	WP_009562641.1											
OG0005967	WP_009562702.1											
OG0005968	WP_009562706.1											
OG0005969	WP_009562708.1											
OG0005970	WP_009562759.1											
OG0005971	WP_009562768.1											
OG0005972	WP_009562770.1											
OG0005973	WP_009562915.1											
OG0005974	WP_009562941.1											
OG0005975	WP_009563286.1											
OG0005976	WP_009563394.1											
OG0005977	WP_009563398.1											
OG0005978	WP_009563400.1											
OG0005979	WP_009563458.1											
OG0005980	WP_009563470.1											
OG0005981	WP_009563471.1											
OG0005982	WP_009563650.1											
OG0005983	WP_009563737.1											
OG0005984	WP_009563880.1											
OG0005985	WP_009564014.1											
OG0005986	WP_009564254.1											
OG0005987	WP_009564299.1											
OG0005988	WP_009564522.1											
OG0005989	WP_009564528.1											
OG0005990	WP_009564531.1											
OG0005991	WP_009564604.1											
OG0005992	WP_009564607.1											
OG0005993	WP_009564622.1											
OG0005994	WP_009564657.1											
OG0005995	WP_009564689.1											
OG0005996	WP_009564696.1											
OG0005997	WP_009564698.1											
OG0005998	WP_009564714.1											
OG0005999	WP_009564939.1											
OG0006000	WP_009565300.1											
OG0006001	WP_009565339.1											
OG0006002	WP_009565342.1											
OG0006003	WP_009565533.1											
OG0006004	WP_009565535.1											
OG0006005	WP_009565614.1											
OG0006006	WP_009565743.1											
OG0006007	WP_009565760.1											
OG0006008	WP_009565771.1											
OG0006009	WP_009565776.1											
OG0006010	WP_009565782.1											
OG0006011	WP_009565879.1											
OG0006012	WP_009565880.1											
OG0006013	WP_009565972.1											
OG0006014	WP_009566153.1											
OG0006015	WP_009566160.1											
OG0006016	WP_009566161.1											
OG0006017	WP_009566199.1											
OG0006018	WP_009566225.1											
OG0006019	WP_009566261.1											
OG0006020	WP_009566301.1											
OG0006021	WP_009566302.1											
OG0006022	WP_009566309.1											
OG0006023	WP_009566312.1											
OG0006024	WP_009566341.1											
OG0006025	WP_009566452.1											
OG0006026	WP_009566503.1											
OG0006027	WP_009566568.1											
OG0006028	WP_009566608.1											
OG0006029	WP_009566670.1											
OG0006030	WP_009566758.1											
OG0006031	WP_009566855.1											
OG0006032	WP_009566866.1											
OG0006033	WP_009566868.1											
OG0006034	WP_009566874.1											
OG0006035	WP_009566875.1											
OG0006036	WP_009566885.1											
OG0006037	WP_009566961.1											
OG0006038	WP_009567004.1											
OG0006039	WP_009567015.1											
OG0006040	WP_009567037.1											
OG0006041	WP_009567106.1											
OG0006042	WP_009567123.1											
OG0006043	WP_009567125.1											
OG0006044	WP_009567146.1											
OG0006045	WP_009567170.1											
OG0006046	WP_009567200.1											
OG0006047	WP_009567208.1											
OG0006048	WP_009567211.1											
OG0006049	WP_009567232.1											
OG0006050	WP_009567290.1											
OG0006051	WP_009567302.1											
OG0006052	WP_009567321.1											
OG0006053	WP_009567349.1											
OG0006054	WP_009567396.1											
OG0006055	WP_009567466.1											
OG0006056	WP_009567485.1											
OG0006057	WP_009567495.1											
OG0006058	WP_009567511.1											
OG0006059	WP_009567543.1											
OG0006060	WP_009567545.1											
OG0006061	WP_009567547.1											
OG0006062	WP_009567548.1											
OG0006063	WP_009567550.1											
OG0006064	WP_009567574.1											
OG0006065	WP_009567610.1											
OG0006066	WP_009567627.1											
OG0006067	WP_009567633.1											
OG0006068	WP_009567635.1											
OG0006069	WP_009567639.1											
OG0006070	WP_009567646.1											
OG0006071	WP_009567670.1											
OG0006072	WP_009567932.1											
OG0006073	WP_009568275.1											
OG0006074	WP_009568473.1											
OG0006075	WP_009568474.1											
OG0006076	WP_009568517.1											
OG0006077	WP_009568669.1											
OG0006078	WP_009568731.1											
OG0006079	WP_009568772.1											
OG0006080	WP_009568826.1											
OG0006081	WP_009568881.1											
OG0006082	WP_009568901.1											
OG0006083	WP_009568923.1											
OG0006084	WP_009568946.1											
OG0006085	WP_009569088.1											
OG0006086	WP_009569165.1											
OG0006087	WP_009569274.1											
OG0006088	WP_009569339.1											
OG0006089	WP_009569361.1											
OG0006090	WP_009569577.1											
OG0006091	WP_009569578.1											
OG0006092	WP_009569579.1											
OG0006093	WP_009569773.1											
OG0006094	WP_009569774.1											
OG0006095	WP_012535743.1											
OG0006096	WP_012535745.1											
OG0006097	WP_012535769.1											
OG0006098	WP_012535778.1											
OG0006099	WP_012535794.1											
OG0006100	WP_012535795.1											
OG0006101	WP_012535801.1											
OG0006102	WP_012535808.1											
OG0006103	WP_012535968.1											
OG0006104	WP_012535978.1											
OG0006105	WP_012535986.1											
OG0006106	WP_012535989.1											
OG0006107	WP_012535995.1											
OG0006108	WP_012535996.1											
OG0006109	WP_012536015.1											
OG0006110	WP_012536022.1											
OG0006111	WP_012536027.1											
OG0006112	WP_012536049.1											
OG0006113	WP_012536077.1											
OG0006114	WP_012536105.1											
OG0006115	WP_012536123.1											
OG0006116	WP_012536138.1											
OG0006117	WP_012536157.1											
OG0006118	WP_012536162.1											
OG0006119	WP_012536166.1											
OG0006120	WP_012536167.1											
OG0006121	WP_012536170.1											
OG0006122	WP_012536172.1											
OG0006123	WP_012536186.1											
OG0006124	WP_012536190.1											
OG0006125	WP_012536200.1											
OG0006126	WP_012536201.1											
OG0006127	WP_012536220.1											
OG0006128	WP_012536224.1											
OG0006129	WP_012536233.1											
OG0006130	WP_012536240.1											
